Okay	Pred	True	LogProbSpam	LogProbHam	DocName
True	ham	ham	-1567.19081567	-1419.64450374	../dat/enron/enron6/ham/5129.2001-12-13.lokay.ham.txt
True	ham	ham	-1451.15828003	-958.261497432	../dat/enron/enron6/ham/0337.2000-07-12.lokay.ham.txt
True	ham	ham	-7654.56585711	-4751.49810611	../dat/enron/enron6/ham/4682.2001-10-05.lokay.ham.txt
True	ham	ham	-784.032229295	-493.485807468	../dat/enron/enron6/ham/5178.2001-12-19.lokay.ham.txt
True	ham	ham	-967.979852098	-729.29808481	../dat/enron/enron6/ham/5985.2002-03-25.lokay.ham.txt
True	ham	ham	-1243.53098472	-1030.73489345	../dat/enron/enron6/ham/2039.2000-11-28.lokay.ham.txt
True	ham	ham	-499.392207822	-277.712045252	../dat/enron/enron6/ham/0993.2000-09-07.lokay.ham.txt
True	ham	ham	-334.184533804	-277.407266162	../dat/enron/enron6/ham/0457.2000-07-20.lokay.ham.txt
True	ham	ham	-104.410517791	-91.8909791198	../dat/enron/enron6/ham/1554.2000-10-26.lokay.ham.txt
True	ham	ham	-2707.60856101	-1613.26754917	../dat/enron/enron6/ham/0840.2000-08-24.lokay.ham.txt
True	ham	ham	-2550.19691709	-1916.64012903	../dat/enron/enron6/ham/0870.2000-08-24.lokay.ham.txt
True	ham	ham	-1236.79127424	-718.130521255	../dat/enron/enron6/ham/0497.2000-07-21.lokay.ham.txt
True	ham	ham	-1152.09814046	-805.072091536	../dat/enron/enron6/ham/1222.2000-09-29.lokay.ham.txt
True	ham	ham	-675.755630163	-494.005790474	../dat/enron/enron6/ham/1119.2000-09-19.lokay.ham.txt
True	ham	ham	-2956.152865	-2431.37187088	../dat/enron/enron6/ham/2613.2001-01-18.lokay.ham.txt
True	ham	ham	-147.741915753	-63.8400675284	../dat/enron/enron6/ham/2420.2001-01-08.lokay.ham.txt
True	ham	ham	-153.032581321	-91.9861122436	../dat/enron/enron6/ham/2684.2001-01-23.lokay.ham.txt
True	ham	ham	-419.636907301	-307.402957848	../dat/enron/enron6/ham/4917.2001-10-31.lokay.ham.txt
True	ham	ham	-5093.60991294	-4470.67257005	../dat/enron/enron6/ham/5228.2002-01-03.lokay.ham.txt
False	spam	ham	-1209.43797121	-1344.06290597	../dat/enron/enron6/ham/4022.2001-07-20.lokay.ham.txt
True	ham	ham	-3940.65730941	-2733.88415748	../dat/enron/enron6/ham/3939.2001-07-13.lokay.ham.txt
True	ham	ham	-1486.86036375	-1126.78401373	../dat/enron/enron6/ham/1198.2000-09-29.lokay.ham.txt
True	ham	ham	-1322.67482568	-945.989193272	../dat/enron/enron6/ham/1806.2000-11-09.lokay.ham.txt
True	ham	ham	-11781.8643607	-7444.32585761	../dat/enron/enron6/ham/2981.2001-02-05.lokay.ham.txt
True	ham	ham	-136.039658276	-125.045240614	../dat/enron/enron6/ham/5902.2002-03-15.lokay.ham.txt
True	ham	ham	-2717.26269598	-2134.56373293	../dat/enron/enron6/ham/2193.2000-12-08.lokay.ham.txt
True	ham	ham	-9252.02052641	-7000.98951045	../dat/enron/enron6/ham/2257.2000-12-14.lokay.ham.txt
True	ham	ham	-1327.61863725	-1023.9235478	../dat/enron/enron6/ham/4089.2001-08-01.lokay.ham.txt
True	ham	ham	-1261.26154585	-1082.33968604	../dat/enron/enron6/ham/4895.2001-10-30.lokay.ham.txt
True	ham	ham	-2094.81014381	-1676.38844261	../dat/enron/enron6/ham/2230.2000-12-13.lokay.ham.txt
True	ham	ham	-1520.41949388	-1327.73282025	../dat/enron/enron6/ham/4209.2001-08-12.lokay.ham.txt
True	ham	ham	-482.256333408	-350.745755974	../dat/enron/enron6/ham/5117.2001-12-12.lokay.ham.txt
True	ham	ham	-107.720989619	-55.4869000943	../dat/enron/enron6/ham/0659.2000-08-07.lokay.ham.txt
True	ham	ham	-196.21947495	-144.683142074	../dat/enron/enron6/ham/4234.2001-08-14.lokay.ham.txt
True	ham	ham	-2487.1159484	-2050.46443469	../dat/enron/enron6/ham/5649.2002-02-19.lokay.ham.txt
True	ham	ham	-901.728294072	-815.598693027	../dat/enron/enron6/ham/5987.2002-03-25.lokay.ham.txt
True	ham	ham	-5024.86865085	-2415.70845936	../dat/enron/enron6/ham/2635.2001-01-19.lokay.ham.txt
True	ham	ham	-275.157665578	-207.414397432	../dat/enron/enron6/ham/2018.2000-11-22.lokay.ham.txt
True	ham	ham	-3114.27291325	-3093.72944883	../dat/enron/enron6/ham/4100.2001-08-01.lokay.ham.txt
True	ham	ham	-129.91639101	-67.5288375943	../dat/enron/enron6/ham/1866.2000-11-13.lokay.ham.txt
True	ham	ham	-5126.4998607	-4165.30765698	../dat/enron/enron6/ham/1374.2000-10-10.lokay.ham.txt
True	ham	ham	-472.552605516	-348.166635612	../dat/enron/enron6/ham/3676.2001-06-04.lokay.ham.txt
True	ham	ham	-6889.06285145	-4334.95599829	../dat/enron/enron6/ham/2642.2001-01-19.lokay.ham.txt
True	ham	ham	-2483.84100803	-1886.36203631	../dat/enron/enron6/ham/3774.2001-06-14.lokay.ham.txt
True	ham	ham	-981.826109504	-691.021984316	../dat/enron/enron6/ham/5660.2002-02-19.lokay.ham.txt
True	ham	ham	-1621.3306472	-1281.46221373	../dat/enron/enron6/ham/1419.2000-10-13.lokay.ham.txt
True	ham	ham	-15831.6354288	-4478.29274595	../dat/enron/enron6/ham/0696.2000-08-09.lokay.ham.txt
True	ham	ham	-213.98358388	-122.917042527	../dat/enron/enron6/ham/2317.2000-12-27.lokay.ham.txt
True	ham	ham	-293.974299786	-216.466302063	../dat/enron/enron6/ham/0824.2000-08-22.lokay.ham.txt
True	ham	ham	-441.553617898	-312.514319476	../dat/enron/enron6/ham/5063.2001-11-28.lokay.ham.txt
True	ham	ham	-336.003522594	-326.371754831	../dat/enron/enron6/ham/5457.2002-01-31.lokay.ham.txt
True	ham	ham	-1302.65648755	-1026.43475149	../dat/enron/enron6/ham/4292.2001-08-22.lokay.ham.txt
True	ham	ham	-376.899808978	-327.553715402	../dat/enron/enron6/ham/0359.2000-07-13.lokay.ham.txt
True	ham	ham	-3740.14255724	-2894.46355431	../dat/enron/enron6/ham/5783.2002-03-04.lokay.ham.txt
True	ham	ham	-87.0636352028	-86.9057774451	../dat/enron/enron6/ham/1032.2000-09-11.lokay.ham.txt
True	ham	ham	-4531.80160832	-1843.68642054	../dat/enron/enron6/ham/1663.2000-11-02.lokay.ham.txt
True	ham	ham	-1478.25640499	-901.407400698	../dat/enron/enron6/ham/2937.2001-02-02.lokay.ham.txt
True	ham	ham	-1339.04977074	-1246.72729568	../dat/enron/enron6/ham/3927.2001-07-12.lokay.ham.txt
True	ham	ham	-170.325938886	-109.129357826	../dat/enron/enron6/ham/2886.2001-01-31.lokay.ham.txt
False	spam	ham	-2294.5302798	-2343.07207263	../dat/enron/enron6/ham/4166.2001-08-06.lokay.ham.txt
True	ham	ham	-1120.7303012	-777.274896005	../dat/enron/enron6/ham/4975.2001-11-13.lokay.ham.txt
True	ham	ham	-204.422966957	-179.904135915	../dat/enron/enron6/ham/5925.2002-03-19.lokay.ham.txt
True	ham	ham	-462.167677223	-375.036142507	../dat/enron/enron6/ham/5308.2002-01-14.lokay.ham.txt
True	ham	ham	-172.567656591	-151.475590174	../dat/enron/enron6/ham/2357.2001-01-02.lokay.ham.txt
True	ham	ham	-12198.6121955	-8469.89903554	../dat/enron/enron6/ham/1102.2000-09-18.lokay.ham.txt
True	ham	ham	-617.294445741	-325.461189171	../dat/enron/enron6/ham/5506.2002-02-04.lokay.ham.txt
True	ham	ham	-857.293893346	-632.156780848	../dat/enron/enron6/ham/1174.2000-09-26.lokay.ham.txt
True	ham	ham	-558.561519436	-304.22431524	../dat/enron/enron6/ham/4817.2001-10-23.lokay.ham.txt
True	ham	ham	-2641.56344601	-2002.49215145	../dat/enron/enron6/ham/2301.2000-12-21.lokay.ham.txt
True	ham	ham	-899.779635069	-861.33214633	../dat/enron/enron6/ham/4297.2001-08-22.lokay.ham.txt
True	ham	ham	-431.550237339	-257.493996927	../dat/enron/enron6/ham/5118.2001-12-12.lokay.ham.txt
True	ham	ham	-1873.76528775	-1460.5631824	../dat/enron/enron6/ham/4696.2001-10-05.lokay.ham.txt
True	ham	ham	-1963.48473612	-1533.41470216	../dat/enron/enron6/ham/1798.2000-11-09.lokay.ham.txt
True	ham	ham	-3963.42952305	-1390.94091028	../dat/enron/enron6/ham/1792.2000-11-09.lokay.ham.txt
True	ham	ham	-1944.65006906	-1256.0117692	../dat/enron/enron6/ham/1608.2000-10-30.lokay.ham.txt
True	ham	ham	-10208.4421829	-5483.40982898	../dat/enron/enron6/ham/5049.2001-11-28.lokay.ham.txt
True	ham	ham	-1826.01729023	-1405.22951546	../dat/enron/enron6/ham/3808.2001-06-21.lokay.ham.txt
True	ham	ham	-245.217449561	-153.824687674	../dat/enron/enron6/ham/4941.2001-11-06.lokay.ham.txt
True	ham	ham	-21.2132286025	-18.6142260666	../dat/enron/enron6/ham/0461.2000-07-20.lokay.ham.txt
True	ham	ham	-8914.45598645	-4597.05567469	../dat/enron/enron6/ham/0705.2000-08-10.lokay.ham.txt
True	ham	ham	-336.276191449	-281.666107618	../dat/enron/enron6/ham/0128.2000-06-22.lokay.ham.txt
True	ham	ham	-1195.56330425	-886.588668883	../dat/enron/enron6/ham/0630.2000-08-04.lokay.ham.txt
True	ham	ham	-429.093636098	-394.817121524	../dat/enron/enron6/ham/2225.2000-12-12.lokay.ham.txt
True	ham	ham	-3256.35413352	-2215.73871404	../dat/enron/enron6/ham/0844.2000-08-24.lokay.ham.txt
True	ham	ham	-4585.50273542	-3969.3176933	../dat/enron/enron6/ham/2583.2001-01-18.lokay.ham.txt
True	ham	ham	-268.15127527	-200.53483947	../dat/enron/enron6/ham/3652.2001-05-31.lokay.ham.txt
False	spam	ham	-743.233672404	-848.943678791	../dat/enron/enron6/ham/4267.2001-08-16.lokay.ham.txt
True	ham	ham	-696.960849031	-531.989951319	../dat/enron/enron6/ham/0347.2000-07-12.lokay.ham.txt
True	ham	ham	-177.490633406	-121.643352438	../dat/enron/enron6/ham/0258.2000-07-06.lokay.ham.txt
False	spam	ham	-855.549628965	-891.178417097	../dat/enron/enron6/ham/0945.2000-09-01.lokay.ham.txt
True	ham	ham	-202.365786253	-142.592324238	../dat/enron/enron6/ham/4317.2001-08-24.lokay.ham.txt
True	ham	ham	-1240.11161408	-1070.82149347	../dat/enron/enron6/ham/4242.2001-08-14.lokay.ham.txt
True	ham	ham	-1602.82615501	-922.871612244	../dat/enron/enron6/ham/3386.2001-04-10.lokay.ham.txt
True	ham	ham	-227.601222993	-162.09639743	../dat/enron/enron6/ham/4786.2001-10-18.lokay.ham.txt
True	ham	ham	-323.453411007	-246.7545865	../dat/enron/enron6/ham/3536.2001-05-03.lokay.ham.txt
True	ham	ham	-483.732081328	-334.167474709	../dat/enron/enron6/ham/1987.2000-11-21.lokay.ham.txt
False	spam	ham	-148.444202541	-150.349540801	../dat/enron/enron6/ham/1226.2000-10-01.lokay.ham.txt
True	ham	ham	-3601.25328867	-2496.94182846	../dat/enron/enron6/ham/4679.2001-10-05.lokay.ham.txt
False	spam	ham	-203.100481675	-217.888910168	../dat/enron/enron6/ham/4622.2001-10-01.lokay.ham.txt
True	ham	ham	-142.257636521	-131.597626914	../dat/enron/enron6/ham/5530.2002-02-06.lokay.ham.txt
True	ham	ham	-1652.87332717	-1039.40511898	../dat/enron/enron6/ham/1658.2000-11-01.lokay.ham.txt
True	ham	ham	-1277.17215789	-1052.97604519	../dat/enron/enron6/ham/5747.2002-02-28.lokay.ham.txt
True	ham	ham	-1366.08487602	-681.919165478	../dat/enron/enron6/ham/5496.2002-02-01.lokay.ham.txt
True	ham	ham	-706.889257487	-455.805164617	../dat/enron/enron6/ham/5558.2002-02-08.lokay.ham.txt
True	ham	ham	-1323.90139727	-696.895391594	../dat/enron/enron6/ham/2347.2001-01-02.lokay.ham.txt
True	ham	ham	-1427.31200612	-895.491342167	../dat/enron/enron6/ham/4926.2001-11-01.lokay.ham.txt
False	spam	ham	-529.843821452	-591.749839553	../dat/enron/enron6/ham/0812.2000-08-22.lokay.ham.txt
True	ham	ham	-978.960455626	-762.26924517	../dat/enron/enron6/ham/5469.2002-01-31.lokay.ham.txt
True	ham	ham	-28.6855657344	-26.0434366456	../dat/enron/enron6/ham/0122.2000-06-21.lokay.ham.txt
False	spam	ham	-301.497948546	-407.662760657	../dat/enron/enron6/ham/3374.2001-04-09.lokay.ham.txt
True	ham	ham	-2619.75211682	-1722.21987057	../dat/enron/enron6/ham/4649.2001-10-03.lokay.ham.txt
True	ham	ham	-79.8933570327	-34.1722663321	../dat/enron/enron6/ham/0640.2000-08-04.lokay.ham.txt
True	ham	ham	-1988.97566607	-1680.38325898	../dat/enron/enron6/ham/2433.2001-01-08.lokay.ham.txt
True	ham	ham	-504.526371467	-437.499355016	../dat/enron/enron6/ham/5738.2002-02-27.lokay.ham.txt
False	spam	ham	-2496.73905795	-2507.56578691	../dat/enron/enron6/ham/4056.2001-07-25.lokay.ham.txt
True	ham	ham	-106.212246376	-95.3425284335	../dat/enron/enron6/ham/4929.2001-11-01.lokay.ham.txt
True	ham	ham	-524.45832613	-425.862058588	../dat/enron/enron6/ham/2077.2000-11-30.lokay.ham.txt
True	ham	ham	-129.416048716	-71.0975497654	../dat/enron/enron6/ham/0828.2000-08-22.lokay.ham.txt
True	ham	ham	-1440.39170981	-957.778898978	../dat/enron/enron6/ham/3193.2001-03-06.lokay.ham.txt
True	ham	ham	-391.938360728	-331.630417762	../dat/enron/enron6/ham/3561.2001-05-08.lokay.ham.txt
True	ham	ham	-1444.3350596	-1143.36088129	../dat/enron/enron6/ham/3247.2001-03-15.lokay.ham.txt
True	ham	ham	-415.207848262	-404.271801468	../dat/enron/enron6/ham/3839.2001-06-25.lokay.ham.txt
True	ham	ham	-1270.22274335	-710.619252632	../dat/enron/enron6/ham/3392.2001-04-12.lokay.ham.txt
False	spam	ham	-690.200932042	-723.361721337	../dat/enron/enron6/ham/0710.2000-08-10.lokay.ham.txt
True	ham	ham	-18794.3216308	-7393.8938012	../dat/enron/enron6/ham/3121.2001-02-20.lokay.ham.txt
True	ham	ham	-161.928756069	-109.197424092	../dat/enron/enron6/ham/2849.2001-01-30.lokay.ham.txt
True	ham	ham	-74.1081201949	-66.9642561412	../dat/enron/enron6/ham/3379.2001-04-09.lokay.ham.txt
True	ham	ham	-177.326844494	-116.748213482	../dat/enron/enron6/ham/2757.2001-01-26.lokay.ham.txt
True	ham	ham	-535.178221259	-414.946006077	../dat/enron/enron6/ham/4139.2001-08-03.lokay.ham.txt
True	ham	ham	-7476.80223301	-6409.86271721	../dat/enron/enron6/ham/1167.2000-09-22.lokay.ham.txt
True	ham	ham	-1751.50565433	-913.244117302	../dat/enron/enron6/ham/0720.2000-08-11.lokay.ham.txt
True	ham	ham	-2462.47764215	-1515.53237177	../dat/enron/enron6/ham/5121.2001-12-12.lokay.ham.txt
True	ham	ham	-642.714670763	-270.273143616	../dat/enron/enron6/ham/5033.2001-11-26.lokay.ham.txt
True	ham	ham	-138.835301565	-138.070649224	../dat/enron/enron6/ham/2034.2000-11-28.lokay.ham.txt
True	ham	ham	-341.463686503	-238.952592239	../dat/enron/enron6/ham/4194.2001-08-10.lokay.ham.txt
True	ham	ham	-281.625699302	-243.41594384	../dat/enron/enron6/ham/1900.2000-11-15.lokay.ham.txt
True	ham	ham	-1171.53018377	-789.199331417	../dat/enron/enron6/ham/5319.2002-01-15.lokay.ham.txt
True	ham	ham	-408.441882923	-293.205071106	../dat/enron/enron6/ham/3597.2001-05-16.lokay.ham.txt
True	ham	ham	-1098.37260311	-831.012287638	../dat/enron/enron6/ham/3940.2001-07-13.lokay.ham.txt
True	ham	ham	-1850.56396332	-1584.26258326	../dat/enron/enron6/ham/4365.2001-08-27.lokay.ham.txt
True	ham	ham	-725.981235597	-514.983584642	../dat/enron/enron6/ham/0320.2000-07-12.lokay.ham.txt
True	ham	ham	-793.835903782	-456.719301773	../dat/enron/enron6/ham/0686.2000-08-09.lokay.ham.txt
True	ham	ham	-1418.46651675	-807.946415307	../dat/enron/enron6/ham/3765.2001-06-13.lokay.ham.txt
True	ham	ham	-2062.02595842	-1587.51978632	../dat/enron/enron6/ham/3268.2001-03-16.lokay.ham.txt
True	ham	ham	-5527.29872548	-5414.93728199	../dat/enron/enron6/ham/1294.2000-10-06.lokay.ham.txt
True	ham	ham	-35.5323431062	-32.4591344465	../dat/enron/enron6/ham/3924.2001-07-12.lokay.ham.txt
True	ham	ham	-4497.97646678	-2442.31772681	../dat/enron/enron6/ham/0172.2000-06-27.lokay.ham.txt
True	ham	ham	-1219.88213555	-582.547895437	../dat/enron/enron6/ham/1329.2000-10-06.lokay.ham.txt
True	ham	ham	-2620.33343301	-1519.03446094	../dat/enron/enron6/ham/2560.2001-01-17.lokay.ham.txt
True	ham	ham	-1592.54824152	-1131.46159695	../dat/enron/enron6/ham/2940.2001-02-02.lokay.ham.txt
True	ham	ham	-361.557417177	-314.418027032	../dat/enron/enron6/ham/1736.2000-11-07.lokay.ham.txt
True	ham	ham	-1722.17056936	-1685.67752348	../dat/enron/enron6/ham/0620.2000-08-03.lokay.ham.txt
True	ham	ham	-761.287585577	-626.277715586	../dat/enron/enron6/ham/5562.2002-02-08.lokay.ham.txt
False	spam	ham	-1602.72793507	-1742.12112968	../dat/enron/enron6/ham/5183.2001-12-21.lokay.ham.txt
True	ham	ham	-583.091912219	-369.468149959	../dat/enron/enron6/ham/1230.2000-10-02.lokay.ham.txt
True	ham	ham	-637.693439266	-368.413040286	../dat/enron/enron6/ham/2661.2001-01-21.lokay.ham.txt
True	ham	ham	-140.046445137	-127.142790322	../dat/enron/enron6/ham/5680.2002-02-21.lokay.ham.txt
True	ham	ham	-4199.94587319	-2609.28740947	../dat/enron/enron6/ham/2833.2001-01-29.lokay.ham.txt
True	ham	ham	-1132.0964574	-1077.65171366	../dat/enron/enron6/ham/5722.2002-02-27.lokay.ham.txt
True	ham	ham	-874.706791311	-574.5990541	../dat/enron/enron6/ham/0662.2000-08-07.lokay.ham.txt
True	ham	ham	-1657.8758181	-1534.07417971	../dat/enron/enron6/ham/5233.2002-01-04.lokay.ham.txt
True	ham	ham	-2739.7752865	-2043.52975519	../dat/enron/enron6/ham/4967.2001-11-12.lokay.ham.txt
True	ham	ham	-1658.88754741	-1255.41145213	../dat/enron/enron6/ham/5816.2002-03-06.lokay.ham.txt
True	ham	ham	-418.295795957	-380.583034072	../dat/enron/enron6/ham/1266.2000-10-05.lokay.ham.txt
True	ham	ham	-1708.80681103	-1549.34648353	../dat/enron/enron6/ham/5112.2001-12-11.lokay.ham.txt
True	ham	ham	-3810.85349183	-2922.18952283	../dat/enron/enron6/ham/4145.2001-08-05.lokay.ham.txt
True	ham	ham	-3114.35859304	-1824.55947595	../dat/enron/enron6/ham/1978.2000-11-21.lokay.ham.txt
True	ham	ham	-1875.70197047	-1192.01434343	../dat/enron/enron6/ham/0048.2000-06-14.lokay.ham.txt
True	ham	ham	-3324.53090251	-2560.41983984	../dat/enron/enron6/ham/5442.2002-01-30.lokay.ham.txt
True	ham	ham	-1350.40980779	-847.589545381	../dat/enron/enron6/ham/4576.2001-09-25.lokay.ham.txt
True	ham	ham	-1358.1135591	-1185.4304205	../dat/enron/enron6/ham/4357.2001-08-27.lokay.ham.txt
True	ham	ham	-1151.89542256	-1067.29522546	../dat/enron/enron6/ham/4006.2001-07-19.lokay.ham.txt
True	ham	ham	-7934.62935625	-6529.72454409	../dat/enron/enron6/ham/2515.2001-01-12.lokay.ham.txt
True	ham	ham	-26.825123705	-25.615132892	../dat/enron/enron6/ham/3176.2001-02-27.lokay.ham.txt
True	ham	ham	-61.2855072796	-43.3224489575	../dat/enron/enron6/ham/4153.2001-08-06.lokay.ham.txt
True	ham	ham	-338.027213022	-227.49833745	../dat/enron/enron6/ham/5481.2002-02-01.lokay.ham.txt
True	ham	ham	-1457.67318445	-935.896968071	../dat/enron/enron6/ham/4963.2001-11-12.lokay.ham.txt
True	ham	ham	-1007.04576088	-432.126781968	../dat/enron/enron6/ham/0669.2000-08-08.lokay.ham.txt
True	ham	ham	-2663.94371503	-1990.14696636	../dat/enron/enron6/ham/1551.2000-10-26.lokay.ham.txt
True	ham	ham	-247.198507123	-223.957490174	../dat/enron/enron6/ham/3483.2001-04-24.lokay.ham.txt
True	ham	ham	-2092.61161707	-1402.43967049	../dat/enron/enron6/ham/5314.2002-01-14.lokay.ham.txt
True	ham	ham	-67.2386156788	-57.2597559633	../dat/enron/enron6/ham/2349.2001-01-02.lokay.ham.txt
False	spam	ham	-155.195647843	-162.731851053	../dat/enron/enron6/ham/5885.2002-03-14.lokay.ham.txt
True	ham	ham	-157.467828585	-123.028316854	../dat/enron/enron6/ham/3369.2001-04-05.lokay.ham.txt
True	ham	ham	-2111.13846891	-1445.63485646	../dat/enron/enron6/ham/4888.2001-10-29.lokay.ham.txt
True	ham	ham	-68.9986727333	-64.7762292066	../dat/enron/enron6/ham/3244.2001-03-14.lokay.ham.txt
True	ham	ham	-1789.95281716	-966.701987259	../dat/enron/enron6/ham/3467.2001-04-20.lokay.ham.txt
False	spam	ham	-492.103353061	-550.279236086	../dat/enron/enron6/ham/3428.2001-04-17.lokay.ham.txt
True	ham	ham	-3176.39990913	-2535.34716677	../dat/enron/enron6/ham/5053.2001-11-28.lokay.ham.txt
True	ham	ham	-1142.42085361	-813.343036477	../dat/enron/enron6/ham/3658.2001-06-01.lokay.ham.txt
True	ham	ham	-2717.58727411	-1842.58707156	../dat/enron/enron6/ham/0139.2000-06-23.lokay.ham.txt
True	ham	ham	-556.49549706	-243.361690899	../dat/enron/enron6/ham/1719.2000-11-06.lokay.ham.txt
True	ham	ham	-569.237958128	-359.933267311	../dat/enron/enron6/ham/5109.2001-12-11.lokay.ham.txt
True	ham	ham	-417.579926334	-392.562953851	../dat/enron/enron6/ham/4424.2001-09-04.lokay.ham.txt
True	ham	ham	-487.964553049	-360.847499001	../dat/enron/enron6/ham/3701.2001-06-06.lokay.ham.txt
True	ham	ham	-2299.05307252	-1609.10517755	../dat/enron/enron6/ham/5273.2002-01-10.lokay.ham.txt
True	ham	ham	-1405.47681881	-1058.91601524	../dat/enron/enron6/ham/4772.2001-10-18.lokay.ham.txt
True	ham	ham	-4361.85078301	-3211.35163929	../dat/enron/enron6/ham/2165.2000-12-05.lokay.ham.txt
True	ham	ham	-185.503568496	-124.273512654	../dat/enron/enron6/ham/5637.2002-02-15.lokay.ham.txt
True	ham	ham	-901.671539264	-557.777892562	../dat/enron/enron6/ham/3883.2001-07-03.lokay.ham.txt
False	spam	ham	-2216.46089706	-2232.24260242	../dat/enron/enron6/ham/3033.2001-02-09.lokay.ham.txt
False	spam	ham	-2216.46089706	-2232.24260242	../dat/enron/enron6/ham/3035.2001-02-09.lokay.ham.txt
True	ham	ham	-24877.9542107	-22296.7295164	../dat/enron/enron6/ham/3051.2001-02-12.lokay.ham.txt
True	ham	ham	-433.73168025	-234.080065616	../dat/enron/enron6/ham/3746.2001-06-12.lokay.ham.txt
True	ham	ham	-806.975301123	-451.639198182	../dat/enron/enron6/ham/1500.2000-10-21.lokay.ham.txt
True	ham	ham	-4494.66970576	-3953.28058636	../dat/enron/enron6/ham/5472.2002-01-31.lokay.ham.txt
True	ham	ham	-2526.05341057	-1223.7718551	../dat/enron/enron6/ham/2424.2001-01-08.lokay.ham.txt
True	ham	ham	-1835.71581118	-1260.54347789	../dat/enron/enron6/ham/4543.2001-09-23.lokay.ham.txt
False	spam	ham	-1259.28504354	-1471.61462991	../dat/enron/enron6/ham/4561.2001-09-24.lokay.ham.txt
True	ham	ham	-945.244132449	-441.890277954	../dat/enron/enron6/ham/2674.2001-01-23.lokay.ham.txt
True	ham	ham	-209.934294395	-167.50235825	../dat/enron/enron6/ham/5923.2002-03-19.lokay.ham.txt
True	ham	ham	-3518.69691153	-2910.73195002	../dat/enron/enron6/ham/5976.2002-03-25.lokay.ham.txt
True	ham	ham	-10903.7262744	-7382.27469859	../dat/enron/enron6/ham/2022.2000-11-27.lokay.ham.txt
False	spam	ham	-394.997690231	-519.227030532	../dat/enron/enron6/ham/1402.2000-10-12.lokay.ham.txt
True	ham	ham	-858.471329322	-855.055952296	../dat/enron/enron6/ham/4389.2001-08-29.lokay.ham.txt
True	ham	ham	-13767.1606715	-9854.05196021	../dat/enron/enron6/ham/1564.2000-10-27.lokay.ham.txt
True	ham	ham	-771.522909411	-696.581623251	../dat/enron/enron6/ham/2690.2001-01-24.lokay.ham.txt
True	ham	ham	-23961.6256525	-19220.578682	../dat/enron/enron6/ham/0354.2000-07-13.lokay.ham.txt
True	ham	ham	-1407.86303735	-1075.69743144	../dat/enron/enron6/ham/1140.2000-09-21.lokay.ham.txt
True	ham	ham	-2516.56231699	-1773.19417866	../dat/enron/enron6/ham/2294.2000-12-21.lokay.ham.txt
True	ham	ham	-707.043892116	-389.651447872	../dat/enron/enron6/ham/4359.2001-08-27.lokay.ham.txt
True	ham	ham	-753.92518631	-696.24864919	../dat/enron/enron6/ham/5655.2002-02-19.lokay.ham.txt
True	ham	ham	-781.56502423	-498.379990685	../dat/enron/enron6/ham/4290.2001-08-21.lokay.ham.txt
True	ham	ham	-471.661357304	-368.482672551	../dat/enron/enron6/ham/5066.2001-11-29.lokay.ham.txt
True	ham	ham	-868.4775539	-354.557834747	../dat/enron/enron6/ham/1592.2000-10-30.lokay.ham.txt
True	ham	ham	-2431.43821957	-1761.71010558	../dat/enron/enron6/ham/4804.2001-10-22.lokay.ham.txt
True	ham	ham	-1993.47434435	-1236.16095216	../dat/enron/enron6/ham/2274.2000-12-18.lokay.ham.txt
True	ham	ham	-6211.22938951	-5949.327598	../dat/enron/enron6/ham/5890.2002-03-14.lokay.ham.txt
True	ham	ham	-726.592404844	-577.776739793	../dat/enron/enron6/ham/5362.2002-01-22.lokay.ham.txt
True	ham	ham	-603.102078149	-521.204393044	../dat/enron/enron6/ham/0779.2000-08-17.lokay.ham.txt
True	ham	ham	-2042.31450196	-1616.13760954	../dat/enron/enron6/ham/4072.2001-07-30.lokay.ham.txt
True	ham	ham	-4779.50240398	-3695.06081283	../dat/enron/enron6/ham/4488.2001-09-13.lokay.ham.txt
True	ham	ham	-1924.40123603	-1721.98076457	../dat/enron/enron6/ham/5092.2001-12-07.lokay.ham.txt
False	spam	ham	-41.6900223134	-45.0742266713	../dat/enron/enron6/ham/1116.2000-09-19.lokay.ham.txt
True	ham	ham	-881.143949325	-837.413314006	../dat/enron/enron6/ham/2617.2001-01-19.lokay.ham.txt
False	spam	ham	-1077.20307336	-1081.59935543	../dat/enron/enron6/ham/0540.2000-07-26.lokay.ham.txt
True	ham	ham	-2750.77019708	-1788.29231363	../dat/enron/enron6/ham/3755.2001-06-12.lokay.ham.txt
True	ham	ham	-2059.02681234	-1449.91646341	../dat/enron/enron6/ham/1695.2000-11-03.lokay.ham.txt
True	ham	ham	-732.311320579	-564.763932395	../dat/enron/enron6/ham/1713.2000-11-03.lokay.ham.txt
True	ham	ham	-611.343918716	-424.488200987	../dat/enron/enron6/ham/3644.2001-05-31.lokay.ham.txt
True	ham	ham	-3047.82277706	-2010.82450029	../dat/enron/enron6/ham/1878.2000-11-13.lokay.ham.txt
True	ham	ham	-4177.91884464	-3414.41270759	../dat/enron/enron6/ham/2264.2000-12-15.lokay.ham.txt
True	ham	ham	-2108.99136142	-1316.97562695	../dat/enron/enron6/ham/0997.2000-09-07.lokay.ham.txt
True	ham	ham	-4132.20680015	-3026.71589101	../dat/enron/enron6/ham/3430.2001-04-18.lokay.ham.txt
